#{"t_start": 1787011359.127397, "env_id": "Humanoid-v4"}
r,l,t
5795.893042,992,7744.207629
788.0948,139,7746.317982
1276.309127,225,7749.767749
1396.470775,235,7753.382076
2207.472489,375,7759.182553
805.03276,160,7761.626014
583.133205,120,7763.45811
2551.919169,477,7770.749596
1416.59675,233,7774.310067
1417.687055,271,7778.457967
623.112101,128,7780.421711
918.511799,154,7782.775412
1329.930236,251,7786.609152
2820.605527,476,7793.890665
1991.920668,335,7799.060828
1816.459404,322,7803.983654
1038.068991,187,7806.845993
791.387429,142,7809.031145
630.1441,117,7810.814373
4400.671006,709,7821.733151
1134.032827,197,7824.74509
3233.822862,536,7832.94714
4107.441815,697,7843.641518
2581.28747,449,7850.536067
2355.180191,407,7856.766393
934.999751,164,7859.264707
2288.886256,399,7865.389316
648.425794,108,7867.041893
1639.641089,257,7870.97038
4945.172831,802,7883.287416
1373.609191,233,7886.863845
1180.764628,192,7889.804973
1700.358716,300,7894.392696
1726.753006,286,7898.765991
1333.371646,228,7902.259641
680.454057,126,7904.188479
873.40212,144,7906.389589
1496.971066,253,7910.237291
734.283151,129,7912.205025
3598.482945,615,7921.589909
1453.219857,223,7925.001778
1013.566197,161,7927.45222
1386.91417,242,7931.140349
1166.854372,190,7934.065521
1408.812802,238,7937.765618
1626.093729,278,7942.009261
727.601652,140,7944.133576
3665.670285,595,7953.225245
827.982578,146,7955.460263
3963.82638,681,7965.842477
716.265282,134,7967.886009
808.179543,142,7970.062184
801.648091,146,7972.298201
795.373831,141,7974.432488
4984.043434,831,7987.101583
3119.770313,509,7994.848849
627.813879,115,7996.603154
1503.729341,262,8000.658301
4018.81393,672,8010.92682
2473.446396,401,8017.04744
1523.752679,241,8020.70166
1134.899656,192,8023.621845
6088.902152,1000,8038.876021
1468.208636,260,8042.841408
612.839187,110,8044.550833
1452.077829,276,8048.752588
2645.512931,464,8055.846603
825.503415,164,8058.34392
1478.924504,242,8062.09887
1246.123971,202,8065.203562
803.762194,152,8067.521358
1190.157647,200,8070.588151
2444.957325,399,8076.679848
1359.0101,225,8080.095706
1406.754112,226,8083.56941
1357.710422,244,8087.26851
2303.951357,354,8092.667062
1045.101335,176,8095.355866
2544.76141,439,8102.029007
956.838297,182,8104.821533
1685.779787,272,8109.003343
4760.907569,796,8121.196709
591.909323,103,8122.763517
2516.465229,457,8129.724886
944.057608,179,8132.472533
2955.73332,470,8139.640349
5755.938839,912,8153.549126
1815.610441,314,8158.33033
582.956504,96,8159.801393
2711.66988,452,8166.706912
2411.096923,398,8172.782652
1845.591478,325,8177.744373
2059.98603,351,8183.143923
3435.780757,547,8191.466649
632.07536,123,8193.358586
863.938161,154,8195.7073
6175.963747,995,8210.880692
1456.483729,242,8214.581787
2159.371419,348,8219.905539
1874.636663,305,8224.569058
1511.617263,266,8228.662104
4559.33364,717,8239.65668
4034.192461,665,8249.869348
1460.659877,246,8253.634272
4615.65677,772,8265.440675
4046.377154,695,8276.087183
1214.015519,217,8279.407297
1501.597311,248,8283.22109
1481.72402,249,8287.027902
2045.24243,346,8292.340684
837.896338,165,8294.879889
2604.767831,442,8301.66872
498.049388,87,8303.007138
4361.123024,754,8314.592133
880.294884,159,8317.022629
1237.872354,241,8320.710758
5212.399387,837,8333.514492
3293.467352,558,8342.083559
1465.435641,260,8346.05892
1005.098816,172,8348.692871
213.891896,45,8349.398981
1061.25742,204,8352.525613
1018.55917,169,8355.105709
4974.871596,824,8367.736904
382.421867,69,8368.809035
2863.554909,506,8376.554306
927.840742,159,8378.973831
1810.097823,304,8383.649318
1806.300724,301,8388.254992
513.008106,101,8389.794871
2421.194123,420,8396.222669
2610.056156,440,8402.944679
909.521914,153,8405.271452
1789.396595,294,8409.765425
6139.125802,1000,8425.094401
573.644765,109,8426.798839
1923.747507,324,8431.756571
1487.836624,262,8435.772822
215.08769,43,8436.427072
936.119412,154,8438.797727
862.218461,145,8441.023769
1372.551414,219,8444.388764
2150.323966,375,8450.112446
1922.363277,330,8455.186865
2309.793183,379,8460.988339
4032.402952,673,8471.296269
1572.276104,254,8475.220766
647.399777,113,8476.9641
411.084014,74,8478.099063
2896.023219,487,8485.538154
1092.754709,174,8488.252889
5785.50058,1000,8503.548952
3344.578351,570,8512.266622
733.96624,126,8514.191471
2297.38166,384,8520.093675
776.445398,145,8522.302762
1080.302182,186,8525.152137
402.236074,73,8526.275131
1750.587453,266,8530.342247
2239.160364,393,8536.387069
612.830019,100,8537.906004
2110.449719,355,8543.341457
1083.697112,187,8546.209781
5991.207969,962,8560.945345
2007.05443,326,8565.92801
2706.218974,479,8573.24044
392.566542,74,8574.374405
460.528746,87,8575.703847
1499.84578,256,8579.640312
5305.225751,884,8593.122231
1444.831749,249,8596.940014
3222.682985,537,8605.135082
1818.276172,304,8609.824532
4129.172168,665,8619.972373
1197.640988,227,8623.445079
1996.297028,338,8628.615243
1236.998237,222,8632.010157
1689.425455,268,8636.103203
4589.340461,767,8647.831814
1086.054291,163,8650.338107
1257.648245,226,8653.803832
1446.532041,269,8657.941757
1339.682781,228,8661.41945
4826.785024,780,8673.321598
555.626334,105,8674.943257
1985.45141,353,8680.211159
767.287178,122,8682.005357
961.608607,178,8684.708124
2166.119902,344,8689.966052
350.098012,66,8690.976348
2571.360728,454,8697.931734
825.317076,153,8700.264491
3792.740886,666,8710.463197
1809.008238,312,8715.245398
2797.223923,479,8723.001641
1422.550016,241,8726.878265
3976.589946,683,8737.716261
2790.166484,469,8744.873107
3003.904238,507,8752.659269
5930.739624,1000,8767.942367
521.216345,97,8769.424401
2356.144391,393,8775.41836
6281.692737,1000,8790.687495
774.672405,126,8792.644259
2785.310928,446,8799.473981
1029.643908,171,8802.081004
6386.52038,1000,8817.371083
1634.299687,267,8821.459143
932.226029,161,8823.903601
2136.498065,358,8829.349027
6307.483131,1000,8844.617166
3715.37865,579,8853.488424
684.917082,117,8855.295588
4986.489026,823,8867.838021
1492.567152,242,8871.558065
418.417913,76,8872.713972
1064.160731,185,8875.550381
3794.253979,635,8885.26937
1156.902929,200,8888.323198
993.347714,156,8890.710807
2016.670494,325,8895.689483
3772.406212,584,8904.633547
735.682476,138,8906.748885
3891.000056,640,8916.599522
1600.572204,244,8920.343503
1159.160933,223,8923.74839
1710.82754,300,8928.349078
1995.724213,308,8933.072437
3554.411035,580,8941.939706
2326.237741,401,8948.095232
2204.765368,357,8953.55861
2016.440534,335,8958.699851
1086.524197,184,8961.5213
451.929053,82,8962.783921
2662.327406,412,8969.086055
586.8876,110,8970.761571
4651.531266,759,8982.459265
598.572257,101,8984.019091
2111.948613,312,8988.780348
6316.26097,1000,9004.08439
4526.512348,722,9015.152769
3284.109398,519,9023.09252
2517.994428,414,9031.809192
1952.215155,307,9036.538535
1465.777119,236,9040.172809
4235.16435,661,9050.269786
1324.937296,233,9053.846215
3256.882013,559,9062.416279
1230.971555,232,9065.969769
1266.243498,211,9069.182172
3295.711836,550,9077.613607
782.103822,132,9079.6342
1582.254714,262,9083.653443
4676.502463,768,9095.424939
609.316595,111,9097.174258
958.633393,165,9099.6995
1377.062559,217,9103.042553
3361.271835,538,9111.263551
567.737687,116,9113.043787
2034.616424,334,9118.157102
2617.333556,421,9124.573929
1633.929241,261,9128.556271
602.332158,121,9130.413301
1757.751656,325,9135.396964
1170.176373,208,9138.599394
2230.637184,336,9143.737642
1155.981077,185,9146.573054
2847.940281,474,9153.839607
4560.124886,728,9164.989766
492.299167,93,9166.409965
831.314848,162,9168.880354
1786.248969,318,9173.73935
797.970649,149,9176.011269
999.954033,188,9178.904527
1274.903277,195,9181.896519
6006.012191,1000,9197.180615
3475.638378,580,9206.035916
3428.760479,570,9214.798466
1511.914421,248,9218.616248
2451.514176,415,9224.945309
2082.923471,339,9230.118465
5798.714764,1000,9245.371644
572.215252,100,9246.894568
2170.070636,372,9252.557412
3037.187783,480,9259.916717
1082.804112,199,9262.937632
2148.188506,350,9268.276344
1145.669651,208,9271.518667
1567.114611,256,9275.653601
5392.501547,862,9288.869232
641.895556,131,9290.87686
787.454466,125,9292.786748
3801.880437,600,9301.961195
1320.45809,261,9305.949521
5792.87625,964,9320.696056
724.86522,131,9322.691715
2987.623748,480,9330.019105
2026.331749,349,9335.359812
6137.055509,1000,9350.653881
911.323059,159,9353.074403
786.540439,158,9355.510882
1647.342801,261,9359.498211
5205.949988,808,9371.816245
262.064073,59,9372.715837
1028.735204,217,9376.04792
139.321036,31,9376.516665
2950.153377,518,9384.420513
760.62945,126,9386.355335
3020.79897,554,9394.85758
1785.021201,285,9399.209932
1057.757787,164,9401.764097
1360.465363,215,9405.04731
3021.856136,498,9412.672902
2265.084401,362,9418.204099
6313.623556,993,9433.344579
1899.789364,317,9438.195597
1305.611679,225,9441.625417
6238.340173,1000,9456.939433
805.678542,150,9459.232297
1203.40997,218,9462.604273
747.450443,145,9464.823334
680.334492,118,9466.621521
3092.0211,511,9474.402697
899.672471,164,9476.910984
1072.391076,173,9479.553911
1306.021063,243,9483.298889
5642.735319,925,9497.43007
2544.664606,422,9503.906737
1912.907463,316,9508.725839
1624.063716,255,9512.596481
1893.927923,326,9517.602084
2445.190766,388,9523.546176
2037.796516,333,9528.64154
428.086856,81,9529.872246
1293.764085,214,9533.164436
4968.203764,801,9545.394704
724.846332,123,9547.277665
1171.203507,185,9550.086149
1539.975972,245,9553.839105
1007.509009,160,9556.282565
463.004194,80,9557.507288
1780.482973,281,9561.791821
1218.229366,191,9564.704027
887.51392,141,9566.854273
4635.240724,756,9578.413338
971.348878,159,9580.848819
1943.4734,309,9585.622045
697.30586,120,9587.449156
4629.309908,776,9599.285478
3467.241979,567,9607.922364
6307.091345,1000,9623.208454
4876.85642,812,9635.606275
186.509939,36,9636.165777
6090.231054,932,9650.475481
1772.434011,342,9655.707479
180.679775,37,9656.272965
6241.76927,1000,9671.516171
2396.579915,407,9677.732534
6274.852599,1000,9693.032598
3450.760808,539,9701.254594
6335.453088,1000,9716.546668
1728.049042,264,9720.577879
2066.137336,315,9725.378033
1579.661173,240,9729.043224
2624.059287,414,9735.377272
781.626589,128,9737.329049
2459.081941,415,9743.679067
5968.476862,920,9757.725476
611.269863,114,9759.462826
1719.924738,270,9763.606736
1640.2365,283,9767.964075
4609.647503,730,9779.100271
4587.517948,721,9790.128756
1679.466836,266,9794.195871
2225.67546,375,9799.941495
978.236487,158,9802.353041
1969.055501,337,9807.505252
3333.589886,530,9815.583632
6464.868064,1000,9830.896651
577.918357,101,9832.439521
3615.946074,576,9841.227004
1253.389168,215,9844.512212
1923.210867,307,9849.181715
4695.714871,733,9860.365783
1760.548381,273,9864.550584
1046.8559,184,9867.367046
1771.238578,296,9871.885952
4982.494229,822,9884.484236
5906.147702,934,9898.792942
1391.739784,260,9902.786255
1563.357988,254,9906.676843
921.527322,156,9909.05847
1486.348508,264,9913.102646
2193.310123,376,9918.846275
361.109738,63,9919.826651
620.040292,111,9921.519121
1304.369314,217,9924.844223
719.795483,116,9926.617477
3256.717687,554,9935.078832
6222.003451,1000,9950.345973
2583.792387,441,9957.109871
3834.309207,631,9966.749074
2078.134031,334,9971.89231
2936.227041,482,9979.356334
6382.271904,1000,9994.631454
4725.357851,744,10006.025959
1325.728016,202,10009.10472
2274.003765,369,10014.787511
2285.869162,433,10021.435719
2126.846403,364,10027.000826
2414.689702,402,10033.141392
768.616708,140,10035.28665
2223.482194,379,10041.086129
6292.643945,1000,10056.37222
2783.476096,444,10063.155067
1095.184982,171,10065.774058
1379.876874,233,10069.352481
1581.28607,293,10073.875377
819.462547,137,10075.956806
864.870005,141,10078.113036
782.479684,161,10080.557494
1384.745088,227,10084.019229
2797.752898,454,10090.934722
661.439924,117,10092.722936
3958.805802,714,10103.632738
1293.849817,211,10106.861098
1985.739683,334,10111.971422
1800.298066,272,10116.139268
1053.85482,178,10118.844029
4808.671216,742,10130.178694
2569.354385,411,10136.501772
1520.688311,233,10140.043294
3822.319305,625,10149.592739
395.148943,72,10150.694788
944.136562,146,10152.921828
3901.795265,593,10161.984574
1476.898549,263,10165.974895
1364.42417,249,10169.765749
758.68326,130,10171.754427
6628.764675,1000,10187.047499
1383.375247,224,10190.48829
806.998126,129,10192.466995
4304.933943,668,10202.708586
3683.33439,573,10211.460164
797.974364,140,10213.613402
6331.934039,1000,10228.862591
1548.109722,250,10232.692342
6583.986218,1000,10247.947515
724.329964,120,10249.80654
1132.856454,183,10252.595076
4798.219805,746,10264.017507
1639.176184,250,10267.830303
3598.819958,558,10276.336538
2520.25129,390,10282.292598
774.982466,123,10284.172567
3960.805036,630,10293.808778
2988.408341,452,10300.69834
1715.795003,289,10305.119508
1269.240149,210,10308.337894
830.495298,140,10310.481159
2662.068726,478,10317.844452
3127.452648,479,10325.169848
1645.270166,264,10329.200062
574.087964,110,10330.876575
1372.029609,204,10333.998221
1717.760107,265,10338.053368
5425.134448,865,10351.256034
5307.727864,841,10364.07772
3406.70349,539,10372.319663
1592.105045,282,10376.618159
6594.159326,1000,10391.923198
5956.305222,908,10405.767148
2278.513788,367,10411.3901
1979.011623,299,10415.968846
2253.103283,359,10421.446187
2070.550014,298,10425.999003
3245.651235,519,10433.928781
3007.834343,484,10441.340944
1142.95492,183,10444.129481
1943.285793,317,10448.976509
6684.909549,1000,10464.24365
3940.978206,614,10473.631526
2639.131418,415,10479.832929
6477.682699,1000,10494.974407
4199.770297,642,10504.812079
2701.269883,408,10511.057365
6435.261564,1000,10526.93188
1227.152014,188,10529.950801
6412.948922,1000,10545.425387
2275.428888,354,10550.824936
988.642204,163,10553.319261
1106.125151,189,10556.225483
4428.160027,688,10566.759292
6449.105528,1000,10582.037404
3342.766827,510,10589.828553
4087.939206,636,10599.532582
4634.768022,739,10610.78447
1972.948929,315,10615.596591
2529.047394,381,10621.444939
1805.623526,300,10626.048619
1151.297151,190,10628.952846
6352.920489,1000,10644.222979
612.814932,101,10645.771834
1693.272779,263,10649.797062
1564.085203,238,10653.464247
869.919837,141,10655.612498
4083.36857,615,10664.988405
1801.724253,271,10669.12334
1017.542723,174,10671.784218
264.790642,48,10672.51626
1214.726866,191,10675.423479
1319.022829,196,10678.43841
862.546344,136,10680.507872
4108.459841,627,10690.1002
1869.712231,313,10694.906337
721.264779,134,10696.95685
1418.803037,237,10700.580153
1077.932128,184,10703.377666
2756.712076,413,10709.674813
2347.62994,378,10715.433402
4534.441511,736,10726.665342
2760.007719,429,10733.215811
2653.222342,410,10739.506974
1289.855091,225,10742.932806
331.741059,62,10743.928142
419.846052,73,10745.051137
253.711194,50,10745.819082
654.161712,140,10747.963343
2963.213473,476,10755.249843
625.398092,105,10756.851556
4014.308095,638,10766.5875
1363.872911,227,10770.066191
5296.328252,837,10782.867929
6365.42134,1000,10798.138063
1400.89911,224,10801.598801
1599.55909,257,10805.559202
1161.760561,201,10808.642949
5119.230885,856,10821.734911
1867.869317,293,10826.217914
594.243673,97,10827.707926
884.304602,141,10829.864156
313.750497,55,10830.7069
6448.556228,1000,10845.953097
517.731013,95,10847.41718
2511.464899,386,10853.316391
3407.646561,556,10861.819634
2411.006474,371,10867.544314
1755.833151,306,10872.212819
6723.742396,1000,10887.48395
6591.611204,1000,10902.756078
2586.181272,404,10908.914596
3545.041204,546,10917.261258
2773.614027,418,10923.667114
1728.557802,264,10927.731238
3647.954168,560,10936.278364
2926.928246,456,10943.223776
6434.876507,1000,10958.476954
2952.587108,466,10965.570969
2129.381284,365,10971.148043
6241.765751,1000,10986.382272
5108.664525,791,10998.476904
1919.671813,309,11003.191287
678.850549,125,11005.108157
1521.529581,222,11008.488112
6430.241603,1000,11023.751264
1255.360259,217,11027.076365
2438.021763,373,11032.564677
2888.685469,434,11039.16601
882.459234,144,11041.358143
774.051433,156,11043.73578
6584.842065,1000,11059.046804
1040.82088,167,11061.596979
3930.543061,576,11070.409395
6712.256046,1000,11085.712439
2705.333758,416,11092.082392
3971.662635,614,11101.450321
3800.885271,590,11110.505088
2433.269103,399,11116.610747
6511.083309,1000,11131.893846
1721.266774,261,11135.890151
1483.937269,225,11139.340916
5843.311314,900,11153.105079
2208.000655,370,11158.780397
4566.764254,688,11169.327676
2215.05375,328,11174.405087
1567.826435,238,11178.034374
6449.788942,953,11192.561496
4642.577848,702,11203.288307
2191.335983,333,11208.377686
809.552392,125,11210.280593
4099.02979,648,11220.17212
5058.982599,789,11232.271739
6694.176431,999,11247.554837
3191.631109,492,11255.07571
3475.045803,536,11263.286735
1473.346629,253,11267.192282
1716.580021,258,11271.116779
1699.291223,256,11275.042274
895.466462,144,11277.234407
368.866389,70,11278.300554
1525.366215,233,11281.850055
3967.426065,629,11291.426426
3191.135306,514,11299.312321
1527.516442,228,11302.772062
663.997984,128,11304.736804
3387.22612,512,11312.561862
685.522247,121,11314.407921
615.594356,102,11315.963757
6544.028812,1000,11331.215939
950.432373,175,11333.885793
