#{"t_start": 1787011359.127397, "env_id": "Humanoid-v4"}
r,l,t
477.083414,81,24075.159649
481.802479,79,24076.350614
873.028359,148,24078.561088
11011.482587,1000,24093.51658
608.215122,95,24094.936101
457.299533,72,24096.008772
389.320483,66,24097.0013
11114.508347,1000,24111.966035
212.817608,37,24112.514775
11144.70905,1000,24127.482357
179.220529,33,24127.982991
152.578241,28,24128.399809
191.501093,34,24128.908938
11195.011503,1000,24143.872654
10956.422086,1000,24158.781009
11086.302766,1000,24173.75446
10936.087176,1000,24192.001316
723.847232,113,24193.690561
11067.580313,1000,24208.592798
197.651231,36,24209.126923
11141.213356,1000,24224.033332
11120.37152,1000,24238.939767
489.543312,77,24240.085935
638.808255,94,24241.482487
680.676878,111,24243.165083
11117.159546,1000,24258.061088
529.200927,77,24259.220143
11196.042813,1000,24274.115141
983.282372,133,24276.09434
11178.666244,1000,24291.033752
11199.271286,1000,24305.933065
379.949262,60,24306.825679
11137.590174,1000,24321.705781
11236.313062,1000,24336.625858
501.128211,90,24337.96212
11174.500098,1000,24352.846482
11165.456974,1000,24367.76799
273.774493,51,24368.529632
362.150035,75,24369.645245
170.897272,33,24370.136999
470.079527,82,24371.366291
604.322594,106,24372.981885
593.641015,106,24374.579344
515.334021,91,24375.976799
326.228001,68,24376.995979
449.941823,83,24378.245101
143.429019,29,24378.705093
215.972703,43,24379.396525
496.686695,87,24380.696476
223.885486,41,24381.308191
11232.546587,1000,24396.242571
177.448435,36,24396.775961
554.802855,95,24398.1926
438.604484,78,24399.360781
584.373511,93,24400.751512
331.387695,62,24401.688379
253.250641,48,24402.415671
989.423943,153,24404.702403
11163.824107,1000,24419.660744
725.951978,129,24421.615149
712.113248,114,24423.30988
498.444429,85,24424.575329
11285.520861,1000,24439.493262
11094.690567,1000,24454.442628
1040.68566,144,24456.609954
11118.637705,1000,24471.576079
11256.797414,1000,24486.522392
11276.727489,1000,24501.463775
11265.864218,1000,24516.382472
11232.422817,1000,24531.38215
11139.864816,1000,24546.349197
11078.006489,1000,24561.296548
11114.336899,1000,24576.243254
832.69182,118,24578.001548
11201.184654,1000,24592.996947
11174.024147,1000,24607.966195
11153.604049,1000,24622.92924
11045.277819,1000,24637.885628
11174.60561,1000,24652.892344
11278.047607,1000,24667.87693
11194.595345,1000,24682.816214
11218.336163,1000,24697.708078
11210.554592,1000,24712.654893
11278.527032,1000,24727.580109
716.300382,103,24729.106766
11285.5416,1000,24744.074137
11155.744827,1000,24759.021861
11287.403434,1000,24773.970051
11205.009066,1000,24788.928402
11162.348117,1000,24803.831891
11244.999453,1000,24818.737676
11242.251091,1000,24833.643024
11208.409591,1000,24848.583395
11242.830997,1000,24863.504356
11301.16029,1000,24878.392084
11199.451133,1000,24893.295798
11376.402851,1000,24908.247581
11255.11043,1000,24923.160166
11258.585708,1000,24938.060588
11144.031982,1000,24952.92189
11188.923787,1000,24967.866853
11235.102794,1000,24982.77006
11105.19743,1000,24997.646643
11237.486812,1000,25012.531345
299.626726,52,25013.307069
11043.332112,1000,25028.251517
11106.243586,1000,25043.096882
10925.375778,1000,25058.003726
614.648273,121,25059.800146
10655.746162,1000,25074.705389
621.857233,105,25076.266914
511.34,112,25077.975188
350.94516,76,25079.153505
10920.864924,1000,25094.061463
653.548045,125,25095.916807
391.140501,65,25096.893422
552.465181,111,25098.561065
11138.394749,1000,25113.445674
333.147355,73,25114.531948
222.421313,47,25115.241426
335.876627,73,25116.332808
346.77678,74,25117.436599
404.910052,74,25118.530146
10841.302194,1000,25133.443054
298.317027,62,25134.366129
283.327725,61,25135.289161
458.750699,81,25136.502719
191.781749,38,25137.062679
339.474804,71,25138.146018
282.528026,60,25139.053351
11071.010606,1000,25153.996136
11362.748997,1000,25168.919084
10968.365388,1000,25183.849054
11207.500983,1000,25198.778394
11375.284286,1000,25213.720079
11278.317528,1000,25228.639776
11336.560117,1000,25243.571482
11425.341991,1000,25258.48326
11331.801319,1000,25273.440871
168.299192,30,25273.890104
11333.4478,1000,25288.802835
11422.857483,1000,25303.712326
11331.634688,1000,25318.659984
11389.007101,1000,25333.638504
155.654459,29,25334.071992
11464.702998,1000,25349.080328
11241.440607,1000,25364.004761
150.775604,28,25364.425107
157.15506,29,25364.853389
11426.129903,1000,25379.80393
11377.599501,1000,25394.758416
11359.090203,1000,25409.724439
11259.803511,1000,25424.662099
10973.220462,975,25439.239023
11200.008057,1000,25454.221232
11315.799201,1000,25469.176602
11343.678594,1000,25484.089365
11219.3626,1000,25499.038981
11146.686204,1000,25514.010264
11258.117659,1000,25528.939395
626.353092,101,25530.449316
11398.410131,1000,25545.412818
175.862959,33,25545.902033
5369.449705,507,25553.47793
219.930744,41,25554.089253
11314.831266,1000,25569.090927
388.339166,73,25570.197564
984.899379,163,25572.650774
7331.305796,686,25582.910264
480.333808,84,25584.158699
771.719185,139,25586.246225
275.860032,50,25586.989596
4522.456278,426,25593.33825
521.030923,78,25594.504595
11360.829162,1000,25609.436554
11206.979278,1000,25624.408679
493.399101,74,25625.53859
11235.408575,1000,25640.562927
11367.766534,1000,25655.508953
303.543787,63,25656.451524
11206.931002,1000,25671.413937
11397.819803,1000,25686.338466
11367.908661,1000,25701.319643
433.925606,68,25702.326944
11447.192381,1000,25717.254603
11402.719837,1000,25732.177473
11335.949078,1000,25747.131749
11287.339255,1000,25762.089438
11385.067476,1000,25777.045138
921.036508,188,25779.850295
11288.283612,1000,25794.774731
11244.57489,1000,25809.728708
11201.316201,1000,25824.678361
11377.860035,1000,25839.622787
11395.657807,1000,25854.580804
249.746272,43,25855.243757
464.844167,74,25856.36207
11402.287988,1000,25871.306458
11511.580103,1000,25886.294333
11346.460194,1000,25901.248224
11468.247901,1000,25916.203496
334.946879,70,25917.247119
132.002403,26,25917.63945
11347.803073,1000,25932.588985
11426.439138,1000,25947.596537
11355.632059,1000,25962.562778
764.088043,105,25964.155083
11347.709747,1000,25979.130193
11321.546368,1000,25994.143786
11366.515434,1000,26009.136904
11486.57984,1000,26024.087579
11437.760059,1000,26039.049313
11479.802571,1000,26054.008748
11318.160049,1000,26069.008025
177.832094,32,26069.489998
233.177506,43,26070.142056
165.166762,32,26070.626364
125.747627,24,26070.983761
119.610707,23,26071.327237
178.614744,34,26071.824502
139.818579,26,26072.212851
271.293686,50,26072.961565
189.86934,35,26073.488433
411.337226,78,26074.651862
836.983377,151,26076.915966
559.205103,104,26078.475973
849.974433,169,26081.020877
327.559411,67,26082.023291
519.046489,88,26083.342361
11193.148721,1000,26098.306735
598.603263,97,26099.77252
311.489286,54,26100.583293
11332.395382,1000,26115.542752
11235.591751,1000,26130.54677
11231.354092,1000,26145.461441
389.495875,67,26146.468654
621.072186,108,26148.099894
196.10087,37,26148.654627
841.471561,133,26150.649479
173.943606,32,26151.13304
11222.507899,1000,26166.105606
369.765959,64,26167.05881
11403.897346,1000,26182.069821
701.222207,95,26183.493065
11463.633481,1000,26198.444851
11486.275394,1000,26213.374537
11309.061199,1000,26228.330523
11480.059682,1000,26243.28956
11471.974105,1000,26258.237992
11481.735987,1000,26273.161228
11354.353845,1000,26288.070739
11532.510016,1000,26303.057351
11442.852284,1000,26318.015671
11501.068731,1000,26332.946697
11464.96624,1000,26347.861125
11541.249327,1000,26362.815447
11360.219357,1000,26377.744939
4678.106936,435,26384.249566
11419.539518,1000,26399.192284
11451.774397,1000,26414.105183
11551.716816,1000,26429.064966
11524.754369,1000,26443.979719
11450.767148,1000,26458.873048
11472.251743,1000,26473.810715
373.65206,70,26474.856072
11348.112867,1000,26489.789959
11443.363252,1000,26504.719404
11301.20758,1000,26519.640487
11550.170222,1000,26534.578125
11525.575076,1000,26549.502524
11563.588216,1000,26564.429852
11325.419302,1000,26579.345563
11482.765672,1000,26594.245667
11316.509891,1000,26609.219981
11384.609581,1000,26624.122657
11465.212414,1000,26639.049403
11524.164102,1000,26654.000625
11578.235415,1000,26668.963977
10858.888485,1000,26683.977204
581.479736,130,26685.930638
296.586304,72,26687.002503
459.63972,90,26688.348264
518.139841,102,26689.880004
365.013532,76,26691.024148
241.173009,54,26691.829854
300.751104,65,26692.82309
272.392699,62,26693.768125
307.125152,69,26694.805997
377.943004,84,26696.059615
345.436926,77,26697.203556
743.613336,152,26699.474242
332.261599,69,26700.518528
444.299656,103,26702.071117
308.605504,71,26703.129976
588.889945,112,26704.797693
478.571736,101,26706.312482
230.910854,51,26707.099184
473.447141,100,26708.600747
360.559781,78,26709.77404
364.486887,70,26710.823958
448.678809,99,26712.300991
386.207243,91,26713.66886
771.015843,135,26715.692318
11426.60582,1000,26730.666966
11337.526887,1000,26745.617487
11525.172002,1000,26760.561865
301.375753,58,26761.453447
11419.974622,1000,26776.422983
212.568329,46,26777.113791
607.635269,94,26778.516754
638.285405,116,26780.243507
406.175972,67,26781.261026
337.782166,64,26782.221981
11227.218398,1000,26797.253044
11366.544527,1000,26812.241345
11418.590498,1000,26827.251093
303.252109,54,26828.080601
11400.358415,1000,26843.085658
11496.188592,1000,26858.078186
11494.568798,1000,26873.047047
270.177534,44,26873.707102
11519.339509,1000,26888.67473
11549.073261,1000,26903.666447
11565.11414,1000,26918.694084
1096.442222,141,26920.786843
11545.341166,1000,26935.757991
299.945377,52,26936.558425
11529.048724,1000,26951.536824
400.965781,68,26952.550299
11383.45366,1000,26967.551751
439.440073,73,26968.64705
823.963357,132,26970.669504
811.406419,147,26972.879456
11508.519038,1000,26987.845485
4681.365538,434,26994.380219
11153.849308,1000,27009.338761
11448.938951,1000,27024.322947
11543.261701,1000,27039.332546
11491.811184,1000,27054.315957
11351.460123,1000,27069.282103
11619.739216,1000,27084.253057
11548.076786,1000,27099.23912
11537.105514,1000,27114.181778
1359.160009,159,27116.545004
11453.195264,1000,27131.460026
11463.617127,1000,27146.387647
11453.462671,1000,27161.374087
11398.988887,1000,27181.026629
11337.396794,1000,27195.909017
11482.628708,1000,27210.827671
443.16661,72,27211.895991
360.920452,71,27212.959314
703.278977,112,27214.664822
11320.989291,1000,27229.601112
545.155649,86,27230.891755
921.761865,145,27233.058386
626.884549,129,27234.988312
231.970464,46,27235.680611
280.084876,55,27236.534187
186.697326,39,27237.119876
406.262892,82,27238.339887
11469.467765,1000,27253.277519
823.456758,133,27255.269212
172.03032,35,27255.798484
752.703133,141,27257.905566
10944.56584,1000,27272.822288
11551.616557,1000,27287.780728
11463.932298,1000,27302.921514
11490.72426,1000,27317.845477
11575.181447,1000,27332.772479
5496.606103,500,27340.255528
11527.852379,1000,27355.156531
11489.172043,1000,27370.089332
11593.611404,1000,27384.974932
11507.4021,1000,27399.951176
11107.511724,1000,27415.020022
11333.865212,1000,27430.013361
11576.646733,1000,27444.967942
11374.276523,1000,27459.981725
11607.663777,1000,27474.936681
346.826122,73,27476.049704
418.946428,83,27477.306984
779.229503,136,27479.344224
390.773056,74,27480.45289
475.429378,98,27481.918875
342.992637,70,27482.96281
11121.527578,1000,27497.938765
11511.342724,1000,27512.912379
469.901915,71,27513.971474
229.649116,39,27514.555825
11548.826719,1000,27529.587568
11693.539568,1000,27544.559096
11605.602051,1000,27559.504466
11611.700214,1000,27574.488842
11300.186722,1000,27589.468204
11600.99141,1000,27604.42586
11703.861908,1000,27619.390902
11638.542863,1000,27634.334686
11648.986156,1000,27649.30635
476.868564,70,27650.349954
11457.273396,1000,27665.301913
11667.294315,1000,27680.240232
11666.866686,1000,27695.171153
11493.324085,1000,27710.134308
11531.894507,1000,27725.097425
11684.356642,1000,27740.00912
11626.157028,1000,27754.92625
322.089536,60,27755.828742
11538.831961,1000,27770.758773
214.569598,40,27771.357788
171.236672,34,27771.861778
262.776984,59,27772.744734
204.278743,39,27773.323789
11257.146947,1000,27788.263066
465.950804,100,27789.768058
404.126455,76,27790.91193
412.535053,76,27792.056225
203.508894,40,27792.650554
462.453221,91,27794.011141
11261.61062,1000,27808.889534
11153.882524,1000,27823.781662
292.127658,62,27824.739973
219.816422,47,27825.443511
966.353201,167,27827.938021
320.576587,71,27828.996303
416.84109,93,27830.383041
248.073956,52,27831.18463
612.083018,112,27832.849424
660.955783,137,27834.915752
364.376042,73,27836.01302
586.016659,115,27837.727919
338.054361,74,27838.83265
521.978813,107,27840.435158
532.786544,113,27842.117412
1188.922272,214,27845.319383
363.158697,77,27846.465555
1334.450488,210,27849.635869
635.880497,139,27851.720356
631.734784,128,27853.632935
806.43707,151,27855.898471
402.328871,78,27857.060222
514.463147,105,27858.629932
343.533055,81,27859.83175
442.285713,98,27861.297458
645.018983,112,27862.964897
496.514546,104,27864.511466
454.779739,91,27865.891396
591.167184,115,27867.619762
599.948348,123,27869.479611
496.866276,78,27870.647916
11800.276991,1000,27885.58067
11727.68346,1000,27900.463364
11611.366647,1000,27915.336072
11561.810196,1000,27930.223683
11658.785973,1000,27945.073018
11620.584409,1000,27959.980742
11575.023603,1000,27974.883402
11640.078528,1000,27989.757791
3929.692344,371,27995.274338
11714.431783,1000,28010.217003
11824.289247,1000,28025.156358
11690.093582,1000,28040.040643
11635.852631,1000,28054.940108
11605.481232,1000,28069.866988
11726.786158,1000,28084.7554
11688.184112,1000,28099.626451
11662.604658,1000,28114.529833
11646.242219,1000,28129.46058
11758.3637,1000,28144.356256
11699.453273,1000,28159.246621
11643.046013,1000,28174.150683
11660.332531,1000,28189.030744
11564.489592,1000,28203.950321
11631.568917,1000,28218.843123
11690.421305,1000,28233.670814
3904.211369,383,28239.258151
11633.396258,1000,28254.226772
11631.880485,1000,28269.105935
11630.986811,1000,28284.022858
718.51426,110,28285.669224
620.341902,103,28287.201841
11654.337932,1000,28302.144694
645.688934,114,28303.857774
325.636319,54,28304.659355
11665.997829,1000,28319.634418
329.433943,53,28320.422774
657.181308,97,28321.88451
11549.095413,1000,28336.783021
11569.145251,1000,28351.692753
11688.486929,1000,28366.624014
332.308991,54,28367.42511
11694.783834,1000,28382.451525
122.3425,24,28382.807713
11702.661301,1000,28397.791189
790.853141,132,28399.772699
285.140241,51,28400.533233
657.710328,100,28402.05385
248.915972,41,28402.665355
160.431004,29,28403.103471
148.02555,27,28403.505186
152.157212,28,28403.923604
321.925005,59,28404.800172
260.236789,47,28405.509412
289.016241,53,28406.30173
11432.700256,1000,28421.286082
11588.167773,1000,28436.339643
11561.56369,1000,28451.318372
11249.235578,1000,28466.29422
528.272799,114,28468.000177
357.431646,78,28469.165096
209.563666,44,28469.815861
590.458448,144,28471.981609
329.287743,73,28473.080238
504.259793,88,28474.400499
398.614368,86,28475.694574
623.294883,113,28477.393064
368.069595,71,28478.481446
453.816655,85,28479.760011
427.374874,81,28480.980894
833.543903,150,28483.220983
476.756201,97,28484.688418
467.935724,94,28486.093319
426.441879,82,28487.318303
346.323663,70,28488.369984
742.156618,139,28490.45646
394.598921,80,28491.688091
514.736837,101,28493.216619
10725.916343,1000,28508.224047
11045.030401,1000,28523.195056
507.803658,96,28524.637745
345.461019,65,28525.618995
328.726899,57,28526.47927
323.248953,63,28527.416719
317.904471,56,28528.253352
351.126427,63,28529.199514
326.2711,60,28530.09646
378.639548,75,28531.240712
500.499853,87,28532.545693
288.6934,58,28533.419618
285.620119,58,28534.286189
258.176106,47,28534.984648
350.948745,60,28535.902083
368.651183,62,28536.847797
319.307002,57,28537.731186
332.02676,57,28538.589738
309.40094,57,28539.444085
355.021228,66,28540.443987
495.555754,96,28541.884396
350.324707,66,28542.870973
358.814536,64,28543.829288
11090.266568,959,28558.223607
493.588515,99,28559.70777
967.341886,181,28562.430068
430.855084,87,28563.731028
885.340775,162,28566.148303
193.532034,41,28566.773226
449.657508,102,28568.318151
411.70175,87,28569.618144
499.217277,115,28571.342991
846.392098,134,28573.35502
577.825462,128,28575.278645
10985.610277,1000,28590.227919
1128.079669,156,28592.565439
821.038352,124,28594.415342
292.329673,63,28595.356023
425.97593,89,28596.697011
516.733782,95,28598.135275
453.555775,96,28599.571093
11272.068978,1000,28614.536597
11721.878695,1000,28629.515688
11690.518877,1000,28644.463322
11784.397862,1000,28659.395992
11552.754924,1000,28674.355357
11701.899884,1000,28689.293052
11700.558451,1000,28704.188662
11811.1388,1000,28719.048837
11861.789169,1000,28733.924491
11789.819985,1000,28748.828244
11770.475641,1000,28763.759932
11717.593698,1000,28778.618471
11696.892877,1000,28793.533558
11660.214033,1000,28808.474662
11624.67517,1000,28823.37393
11705.997174,1000,28838.298322
11681.879587,1000,28853.215337
11758.770318,1000,28868.133706
11876.475909,1000,28883.019641
11822.580006,1000,28897.892422
11734.497302,1000,28912.770155
11803.604389,1000,28927.681165
11882.857535,1000,28942.560577
11683.100821,1000,28957.427611
11825.972176,1000,28972.345946
11721.601212,1000,28987.270313
11836.165286,1000,29002.181412
11828.639499,1000,29017.04903
11864.851118,1000,29031.924313
11842.412616,1000,29046.857086
11850.489403,1000,29061.740487
11693.139713,1000,29076.634081
11667.575855,1000,29091.564198
11716.939394,1000,29106.461975
11735.633049,1000,29121.377273
11740.588195,1000,29136.293249
11723.121676,1000,29151.225797
11520.253821,1000,29166.136019
11790.852357,1000,29181.107114
11694.33833,1000,29196.054867
11742.815064,1000,29211.072799
573.108781,81,29212.289094
11895.576799,1000,29227.219701
11847.96308,1000,29242.163203
11917.46794,1000,29257.092395
583.670893,80,29258.273828
11904.289306,1000,29273.201593
11820.104124,1000,29288.119279
792.429283,101,29289.680098
11738.518425,1000,29304.600104
11732.964691,1000,29319.52629
804.580604,104,29321.072765
11784.564848,1000,29336.018832
11827.05183,1000,29350.988136
11604.190377,1000,29365.945928
11872.47396,1000,29380.908714
11780.882248,1000,29395.898442
153.597639,30,29396.345525
11782.575751,1000,29411.342922
584.083122,81,29412.554923
336.404029,55,29413.373792
152.578328,29,29413.80715
420.732861,65,29414.783828
760.093198,111,29416.446295
11782.978752,1000,29431.407976
11799.993427,1000,29446.346765
275.706103,50,29447.096657
362.19763,66,29448.103004
11399.276557,1000,29463.090095
11569.424531,1000,29478.099794
477.674496,77,29479.246029
11628.248708,1000,29494.228642
10963.17371,1000,29509.188792
612.452345,132,29511.163994
734.733575,135,29513.193807
271.71862,58,29514.065435
370.162753,73,29515.162228
252.006028,52,29515.939761
274.836605,60,29516.852724
414.012023,74,29517.970362
352.957786,71,29519.038373
764.988365,133,29521.039229
878.466493,158,29523.42082
687.143351,127,29525.337336
199.01858,41,29525.944068
265.739991,57,29526.795687
232.120355,52,29527.576486
275.45041,57,29528.428914
337.5801,78,29529.6039
462.116935,98,29531.089047
245.852835,50,29531.856459
905.454063,154,29534.192742
419.012594,89,29535.535665
371.503227,84,29536.79937
357.161631,79,29537.992691
11460.887094,1000,29552.952153
408.658343,77,29554.106204
514.273125,96,29555.541975
417.937931,64,29556.508703
415.643599,74,29557.623311
841.271687,127,29559.51762
11754.905305,1000,29574.525001
11724.762905,1000,29589.494672
11171.107783,1000,29604.498674
1674.623627,219,29607.773876
391.673081,72,29608.855358
430.164239,84,29610.111686
11863.878896,1000,29625.123239
304.520475,70,29626.201438
418.486815,87,29627.516362
710.997007,150,29629.757291
306.852792,72,29630.843273
452.830666,94,29632.250503
233.816332,51,29633.01384
289.311701,70,29634.060492
295.063714,68,29635.085453
411.755785,81,29636.292676
293.130298,66,29637.298756
413.678406,81,29638.532476
301.869955,63,29639.471783
490.891374,94,29640.872467
244.095404,49,29641.604154
617.65519,113,29643.315689
294.058515,55,29644.141645
351.848146,66,29645.126069
609.899825,110,29646.76722
222.889567,43,29647.411262
354.788982,68,29648.423841
310.294464,57,29649.290412
1011.504427,147,29651.481363
272.160723,52,29652.255222
327.848102,62,29653.180361
262.856996,47,29653.884777
507.097931,80,29655.105291
374.506265,74,29656.213531
822.378469,139,29658.287458
330.899759,58,29659.154216
513.773808,86,29660.434991
629.608448,94,29661.853876
394.516614,68,29662.862873
442.061343,82,29664.086516
458.27561,70,29665.141855
11381.984448,1000,29680.033208
11891.913046,1000,29694.951862
1437.320765,165,29697.414419
11808.304023,1000,29712.294488
11663.19585,1000,29727.231514
11817.146177,1000,29742.160852
11881.534298,1000,29757.093615
11846.593208,1000,29772.018574
11883.218182,1000,29786.979571
11892.130289,1000,29801.89733
11877.409615,1000,29816.812609
11909.318434,1000,29831.730217
11787.70017,1000,29846.691314
11803.859545,1000,29861.604916
11817.204855,1000,29876.51752
11888.034088,1000,29891.45013
11813.555701,1000,29906.435112
11849.097013,1000,29921.430918
11882.806377,1000,29936.347501
11922.257257,1000,29951.286619
11914.798498,1000,29966.21033
11930.214717,1000,29981.166003
11952.406646,1000,29996.144747
11921.579475,1000,30011.118371
11803.597723,1000,30026.11439
11973.21253,1000,30041.084964
11918.317275,1000,30056.083119
11921.687618,1000,30071.053333
457.010704,74,30072.167006
11661.362887,1000,30087.185985
375.517472,64,30088.138465
278.082822,49,30088.875053
394.266598,65,30089.851728
288.320928,48,30090.579923
11626.12625,1000,30105.536079
11689.351933,1000,30120.500418
333.340181,57,30121.378639
432.128281,71,30122.444931
414.462887,71,30123.513882
11510.618466,1000,30138.471284
781.618232,141,30140.595512
357.946141,70,30141.650391
456.313255,89,30143.016228
238.998846,46,30143.701053
598.627035,96,30145.14834
415.5471,72,30146.232557
463.927508,80,30147.439901
312.755659,65,30148.412515
396.552401,71,30149.475442
406.806979,69,30150.499127
347.892433,68,30151.539684
361.225752,66,30152.531317
380.303789,72,30153.610646
433.864533,72,30154.684984
652.932124,94,30156.095821
356.794775,65,30157.068229
378.564067,66,30158.072198
607.83399,106,30159.654747
451.830984,88,30160.972643
465.210174,88,30162.287367
11509.557959,1000,30180.800523
11746.23106,1000,30195.781926
11938.503601,1000,30210.797346
897.959844,117,30212.545625
11831.624857,1000,30227.484998
11820.908222,1000,30242.469429
11914.955123,1000,30257.446255
11981.185226,1000,30272.435611
11944.185231,1000,30287.410806
11919.377661,1000,30302.319364
11927.253426,1000,30317.232655
11948.908801,1000,30332.171575
11904.805948,1000,30347.085156
11945.475669,1000,30361.990113
474.226871,75,30363.107605
11861.239942,1000,30378.022776
11979.400481,1000,30392.985536
12009.930574,1000,30407.895585
12005.905987,1000,30422.820751
11896.833473,1000,30437.705875
11703.748037,1000,30452.608929
12016.730103,1000,30467.507348
11936.030943,1000,30482.422637
11591.917891,1000,30497.291011
12009.795665,1000,30512.207039
12047.679509,1000,30527.099711
466.073732,78,30528.291371
278.288425,51,30529.048296
260.84574,48,30529.761015
12006.112664,1000,30544.622334
11714.505458,1000,30559.555666
447.246673,78,30560.711613
742.127169,127,30562.622197
419.469695,75,30563.741454
452.951066,86,30565.019799
471.631323,85,30566.2957
11975.949131,1000,30581.237417
11696.155531,1000,30596.130753
12040.512229,1000,30611.014493
12014.885613,1000,30625.967171
720.17018,138,30628.027208
756.883307,120,30629.831029
372.577904,77,30631.013393
434.284213,78,30632.184712
468.038083,80,30633.379329
636.404529,108,30634.995967
11798.431254,1000,30649.962978
352.993053,67,30650.961166
11951.887243,1000,30665.890493
11937.067468,1000,30680.843144
12052.091213,1000,30695.844099
12065.944867,1000,30710.805444
12042.562087,1000,30725.746667
11978.852637,1000,30740.694998
11993.45534,1000,30755.700483
12071.927672,1000,30770.720971
12001.134838,1000,30785.685422
11987.962235,1000,30800.62642
12035.869098,1000,30815.609474
12091.545165,1000,30830.577463
12036.85766,1000,30845.527842
12046.094618,1000,30860.497153
12032.475526,1000,30875.503162
12014.18831,1000,30890.486042
12013.485966,1000,30905.610976
12060.227856,1000,30920.517937
11979.187036,1000,30935.46896
11907.630881,1000,30950.386691
11908.507726,1000,30965.241114
11571.246727,1000,30980.112176
12061.056199,1000,30994.964201
12023.16318,1000,31009.869164
12095.399753,1000,31024.726894
12106.66093,1000,31039.577918
743.691656,100,31041.064488
12134.79903,1000,31055.917215
12060.116314,1000,31070.815351
12026.886853,1000,31085.665638
12079.99206,1000,31100.553024
12161.115234,1000,31115.404901
12068.605708,1000,31130.317981
12096.637259,1000,31145.18381
717.814275,93,31146.559352
139.050973,27,31146.955341
140.324075,27,31147.358337
124.895686,24,31147.716629
173.506866,32,31148.197225
653.574123,96,31149.629864
11968.216852,1000,31164.507533
12068.811573,1000,31179.387562
433.47764,79,31180.595233
12090.737319,1000,31195.467592
684.413357,108,31197.059541
12115.539326,1000,31211.960183
12114.908698,1000,31226.830233
12135.19759,1000,31241.697606
719.024648,115,31243.425922
287.940597,49,31244.180541
11841.350703,1000,31259.035275
375.074841,65,31260.013539
565.908824,86,31261.297437
274.705133,50,31262.042424
11777.873547,1000,31276.931266
418.57091,67,31277.923522
580.453252,88,31279.225058
523.598234,87,31280.519326
11861.862109,1000,31295.443672
977.008408,149,31297.672311
11895.164906,1000,31312.646282
12188.018355,1000,31327.538967
12129.594737,1000,31342.459295
12137.196285,1000,31357.392459
12076.262635,1000,31372.374309
12116.821539,1000,31387.273068
12101.282438,1000,31402.17911
12221.067804,1000,31417.068561
12140.369809,1000,31432.031138
12097.264549,1000,31446.895546
12110.649879,1000,31461.77994
12189.785713,1000,31476.675573
12169.244556,1000,31491.688579
12198.591403,1000,31506.593068
12000.406988,1000,31521.507709
11952.660999,1000,31536.403439
1103.592047,156,31538.728726
12179.783919,1000,31553.707679
12086.350856,1000,31568.629352
583.413558,85,31569.883829
262.225231,42,31570.510256
12184.50481,1000,31585.423143
12186.673992,1000,31600.272413
760.869634,116,31602.015257
11954.7126,1000,31616.933249
329.499925,67,31617.921906
12183.937385,1000,31632.769306
574.592691,103,31634.312519
613.537644,111,31635.988161
2032.945511,271,31640.009113
730.289003,141,31642.098899
700.970177,117,31643.846812
332.198077,70,31644.885422
2079.289939,277,31649.001968
401.869376,77,31650.146232
645.821174,134,31652.140206
11663.994581,1000,31667.001272
344.450486,67,31668.028811
551.971754,124,31669.895367
320.640672,65,31670.861832
351.585554,69,31671.895982
11293.910283,1000,31686.716959
248.412164,50,31687.461933
236.639803,49,31688.202006
932.546378,148,31690.393478
11900.467535,1000,31705.292615
12010.82658,1000,31720.221271
12142.379331,1000,31735.182274
12179.323763,1000,31750.086819
12125.939993,1000,31764.982008
12236.258893,1000,31779.90479
12143.30509,1000,31794.846035
552.783296,97,31796.292274
11980.411579,1000,31811.238307
305.756382,59,31812.112543
11911.771292,1000,31827.071867
341.547871,68,31828.092992
11788.69968,1000,31843.05539
12182.457718,1000,31858.00975
12164.051273,1000,31872.917635
12128.486392,1000,31887.834035
12187.894503,1000,31902.815115
12075.114573,1000,31917.793833
12010.987896,1000,31932.738189
11775.673189,1000,31947.692565
12168.330956,1000,31962.664723
12059.627917,1000,31977.632343
12136.994291,1000,31992.556881
12172.121107,1000,32007.501646
12172.698597,1000,32022.434477
11675.882597,1000,32037.419567
305.961325,55,32038.240358
297.724898,53,32039.038357
696.663243,120,32040.833992
12151.151169,1000,32055.796261
361.48485,63,32056.751115
330.490309,61,32057.661164
466.771359,98,32059.14113
446.444144,76,32060.291704
432.806106,74,32061.402413
11708.728851,1000,32076.340153
12049.311778,1000,32091.268796
12051.888766,1000,32106.223151
11846.8529,1000,32121.132495
372.748544,63,32122.06844
11767.156702,1000,32137.00787
11816.551493,1000,32151.999439
11892.932331,1000,32167.027213
628.510247,110,32168.681227
1286.224194,171,32171.231349
333.566987,60,32172.142306
11850.282917,1000,32187.073347
12091.803219,1000,32202.010054
12068.334326,1000,32216.987679
12100.333514,1000,32231.936517
519.727866,89,32233.263149
440.878828,70,32234.316388
11890.778577,1000,32249.221044
12103.672944,1000,32264.122545
501.67154,110,32265.767328
305.851761,70,32266.80234
269.462001,53,32267.588951
275.284523,51,32268.343061
503.06702,83,32269.572394
964.177797,147,32271.76547
689.474531,111,32273.418647
327.993752,59,32274.30685
11940.94881,1000,32289.22304
868.498512,139,32291.320199
768.863641,118,32293.07378
442.296857,77,32294.217809
12049.907046,1000,32309.113815
903.278073,135,32311.124714
680.401628,99,32312.5904
273.991604,50,32313.336968
400.917872,75,32314.460265
